Name,Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,RF,CF,q,Pow,Remark,Reference,,,
,m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,,,m3/s/m,%,,,,,
507-016,0.339,3.200,2.689,3.102,3.000,13,0,0.830,0.362,3.200,2.200,3.318,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,4.058E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-017,0.467,3.765,3.159,3.848,3.000,13,0,0.830,0.516,3.765,2.073,4.340,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,5.972E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-018,0.281,2.065,1.750,2.029,2.700,13,0,0.530,0.261,1.939,1.463,2.400,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,7.652E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-019,0.247,2.065,1.752,2.046,2.700,13,0,0.530,0.234,1.939,1.511,2.404,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,2.174E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-020,0.450,2.667,2.246,2.655,2.700,13,0,0.530,0.390,2.667,1.388,3.828,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,1.931E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-021,0.411,2.667,2.255,2.650,2.700,13,0,0.530,0.372,2.667,1.379,3.568,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,1.490E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-022,0.360,2.667,2.261,2.635,2.700,13,0,0.530,0.350,2.667,1.424,3.197,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,8.725E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-023,0.232,2.667,2.248,2.663,2.700,13,0,0.530,0.249,2.667,1.788,3.004,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,7.108E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-024,0.643,3.200,2.635,3.203,2.700,13,0,0.530,0.451,3.200,1.437,5.990,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,5.395E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-025,0.571,3.200,2.644,3.170,2.700,13,0,0.530,0.430,3.200,1.429,5.133,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,5.302E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-026,0.499,3.200,2.658,3.153,2.700,13,0,0.530,0.412,3.200,1.426,4.887,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,4.145E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-027,0.342,3.200,2.669,3.126,2.700,13,0,0.530,0.340,3.200,1.469,3.781,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,1.421E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-028,0.522,3.368,2.829,3.416,2.700,13,0,0.530,0.446,4.000,1.405,5.440,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,5.290E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-029,0.474,3.765,3.113,3.854,2.700,13,0,0.530,0.455,4.000,1.458,5.470,0.530,0.000,1.00,0.10,0.10,0.10,0.10,1.460,0.000,0.000,0.00,0.000,1.460,0.000,1,1,4.033E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-030,0.260,2.065,1.742,1.953,3.450,13,0,1.280,0.256,2.065,1.767,1.981,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.710,0.000,0.000,0.00,0.000,0.710,0.000,1,1,1.913E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-031,0.231,2.065,1.737,1.946,3.450,13,0,1.280,0.226,2.065,1.757,1.959,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.710,0.000,0.000,0.00,0.000,0.710,0.000,1,1,9.011E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-032,0.426,2.667,2.252,2.563,3.450,13,0,1.280,0.423,2.667,2.233,2.625,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.710,0.000,0.000,0.00,0.000,0.710,0.000,1,1,3.545E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-033,0.387,2.667,2.252,2.560,3.450,13,0,1.280,0.383,2.667,2.223,2.606,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.710,0.000,0.000,0.00,0.000,0.710,0.000,1,1,8.550E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-034,0.226,2.667,2.233,2.519,3.450,13,0,1.280,0.225,2.667,2.228,2.531,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.710,0.000,0.000,0.00,0.000,0.710,0.000,1,1,4.399E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-035,0.538,3.200,2.650,3.205,3.450,13,0,1.280,0.534,3.200,2.555,3.451,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.710,0.000,0.000,0.00,0.000,0.710,0.000,1,1,6.546E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-036,0.318,3.200,2.636,3.091,3.450,13,0,1.280,0.317,3.200,2.602,3.214,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.710,0.000,0.000,0.00,0.000,0.710,0.000,1,1,3.701E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-037,0.426,2.667,2.252,2.563,3.450,13,0,1.280,0.423,2.667,2.233,2.625,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.950,0.000,0.000,0.00,0.000,0.950,0.000,1,1,1.688E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-038,0.387,2.667,2.252,2.560,3.450,13,0,1.280,0.383,2.667,2.223,2.606,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.950,0.000,0.000,0.00,0.000,0.950,0.000,1,1,1.036E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-039,0.337,2.667,2.256,2.540,3.450,13,0,1.280,0.337,2.667,2.234,2.578,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.950,0.000,0.000,0.00,0.000,0.950,0.000,1,1,3.550E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-040,0.538,3.200,2.650,3.205,3.450,13,0,1.280,0.534,3.200,2.555,3.451,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.950,0.000,0.000,0.00,0.000,0.950,0.000,1,1,8.885E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-041,0.467,3.200,2.242,3.157,3.450,13,0,1.280,0.465,3.200,2.422,3.361,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.950,0.000,0.000,0.00,0.000,0.950,0.000,1,1,3.312E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-042,0.318,3.200,2.636,3.091,3.450,13,0,1.280,0.317,3.200,2.602,3.214,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.950,0.000,0.000,0.00,0.000,0.950,0.000,1,1,1.919E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-043,0.493,3.765,3.153,3.958,3.450,13,0,1.280,0.512,3.765,2.968,4.182,1.280,0.000,1.00,0.10,0.10,0.10,0.10,0.950,0.000,0.000,0.00,0.000,0.950,0.000,1,1,5.068E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
508-001,0.099,1.187,0.913,1.094,0.712,1000,0,0.212,0.084,1.187,0.756,1.092,0.212,0.000,1.00,0.00,-5.00,-0.82,-0.82,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,8.911E-06,5.70,,,,,
508-002,0.098,1.437,0.830,1.125,0.712,1000,0,0.212,0.081,1.343,0.744,1.191,0.212,0.000,1.00,0.00,-5.00,-0.85,-0.85,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,1.777E-05,5.30,,,,,
508-003,0.129,1.321,1.016,1.230,0.712,1000,0,0.212,0.107,1.321,0.737,1.263,0.212,0.000,1.00,0.00,-5.00,-0.68,-0.68,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,6.504E-05,10.73,,,,,
508-004,0.081,1.037,0.840,1.001,0.712,1000,0,0.212,0.068,1.011,0.758,1.031,0.212,0.000,1.00,0.00,-5.00,-0.99,-0.99,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,0.000E+00,0.12,,,,,
508-005,0.091,1.638,1.137,1.435,0.712,1000,0,0.212,0.080,1.638,0.858,1.402,0.212,0.000,1.00,0.00,-5.00,-0.86,-0.86,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,2.489E-05,4.31,,,,,
508-006,0.115,1.743,1.234,1.582,0.712,1000,0,0.212,0.103,1.743,0.874,1.529,0.212,0.000,1.00,0.00,-5.00,-0.70,-0.70,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,9.162E-05,8.75,,,,,
508-007,0.071,1.412,1.024,1.276,0.712,1000,0,0.212,0.061,1.365,0.812,1.253,0.212,0.000,1.00,0.00,-5.00,-1.08,-1.08,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,8.343E-06,2.34,,,,,
508-008,0.098,1.187,0.918,1.099,0.712,1000,0,0.212,0.085,1.187,0.757,1.096,0.212,0.000,1.00,0.00,-5.00,-0.82,-0.82,0.141,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,1.294E-06,1.63,,,,,
508-009,0.101,1.412,0.827,1.118,0.712,1000,0,0.212,0.081,1.343,0.738,1.211,0.212,0.000,1.00,0.00,-5.00,-0.85,-0.85,0.141,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,4.564E-06,3.27,,,,,
508-010,0.129,1.321,1.015,1.229,0.712,1000,0,0.212,0.107,1.321,0.735,1.262,0.212,0.000,1.00,0.00,-5.00,-0.68,-0.68,0.141,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,2.338E-05,5.42,,,,,
508-011,0.094,1.606,1.142,1.429,0.712,1000,0,0.212,0.085,1.638,0.854,1.391,0.212,0.000,1.00,0.00,-5.00,-0.82,-0.82,0.141,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,1.133E-05,3.68,,,,,
508-012,0.117,1.743,1.239,1.579,0.712,1000,0,0.212,0.105,1.743,0.870,1.514,0.212,0.000,1.00,0.00,-5.00,-0.69,-0.69,0.141,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,4.588E-05,6.78,,,,,
508-013,0.076,1.412,1.025,1.273,0.712,1000,0,0.212,0.064,1.321,0.808,1.267,0.212,0.000,1.00,0.00,-5.00,-1.03,-1.03,0.141,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,5.824E-06,1.66,,,,,
508-014,0.103,1.187,0.913,1.096,0.712,1000,0,0.212,0.088,1.187,0.759,1.099,0.212,0.000,1.00,0.00,-5.00,-0.80,-0.80,0.183,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,2.326E-07,0.77,,,,,
508-015,0.101,1.437,0.836,1.125,0.712,1000,0,0.212,0.084,1.343,0.746,1.223,0.212,0.000,1.00,0.00,-5.00,-0.83,-0.83,0.183,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,1.391E-06,2.99,,,,,
508-016,0.132,1.321,1.019,1.237,0.712,1000,0,0.212,0.107,1.321,0.741,1.282,0.212,0.000,1.00,0.00,-5.00,-0.67,-0.67,0.183,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,9.564E-06,3.53,,,,,
508-017,0.093,1.606,1.130,1.442,0.712,1000,0,0.212,0.083,1.638,0.859,1.452,0.212,0.000,1.00,0.00,-5.00,-0.84,-0.84,0.183,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,3.566E-06,2.48,,,,,
508-018,0.119,1.743,1.228,1.577,0.712,1000,0,0.212,0.105,1.743,0.875,1.522,0.212,0.000,1.00,0.00,-5.00,-0.68,-0.68,0.183,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,2.340E-05,12.95,,,,,
508-019,0.118,1.743,1.230,1.575,0.712,1000,0,0.212,0.104,1.743,0.874,1.519,0.212,0.000,1.00,0.00,-5.00,-0.69,-0.69,0.183,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,2.051E-05,13.09,,,,,
508-020,0.076,1.412,1.016,1.268,0.712,1000,0,0.212,0.064,1.321,0.805,1.257,0.212,0.000,1.00,0.00,-5.00,-1.03,-1.03,0.183,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,1.042E-06,1.57,,,,,
508-021,0.101,1.187,0.917,1.097,0.700,1000,0,0.200,0.085,1.187,0.736,1.133,0.200,0.000,1.00,0.00,-5.00,-0.45,-0.45,0.100,0.000,-0.046,0.00,0.000,0.058,0.000,1,1,1.998E-05,6.32,,,,,
508-022,0.101,1.437,0.838,1.127,0.700,1000,0,0.200,0.080,1.388,0.719,1.221,0.200,0.000,1.00,0.00,-5.00,-0.47,-0.47,0.100,0.000,-0.046,0.00,0.000,0.058,0.000,1,1,3.250E-05,10.03,,,,,
508-023,0.134,1.321,1.039,1.245,0.700,1000,0,0.200,0.105,1.300,0.712,1.279,0.200,0.000,1.00,0.00,-5.00,-0.37,-0.37,0.100,0.000,-0.046,0.00,0.000,0.058,0.000,1,1,1.027E-04,16.07,,,,,
508-024,0.082,1.037,0.843,0.999,0.700,1000,0,0.200,0.066,1.037,0.740,1.031,0.200,0.000,1.00,0.00,-5.00,-0.56,-0.56,0.100,0.000,-0.046,0.00,0.000,0.058,0.000,1,1,4.687E-07,0.83,,,,,
508-025,0.095,1.638,1.152,1.438,0.700,1000,0,0.200,0.082,1.638,0.828,1.412,0.200,0.000,1.00,0.00,-5.00,-0.46,-0.46,0.100,0.000,-0.046,0.00,0.000,0.058,0.000,1,1,6.020E-05,12.33,,,,,
508-026,0.109,1.781,1.256,1.575,0.700,1000,0,0.200,0.096,1.743,0.843,1.557,0.200,0.000,1.00,0.00,-5.00,-0.40,-0.40,0.100,0.000,-0.046,0.00,0.000,0.058,0.000,1,1,1.096E-04,17.60,,,,,
508-027,0.078,1.365,1.039,1.279,0.700,1000,0,0.200,0.066,1.365,0.808,1.271,0.200,0.000,1.00,0.00,-5.00,-0.56,-0.56,0.100,0.000,-0.046,0.00,0.000,0.058,0.000,1,1,2.307E-05,6.54,,,,,
508-028,0.105,1.187,0.931,1.099,0.729,1000,0,0.229,0.090,1.187,0.807,1.107,0.229,0.000,1.00,0.00,-5.00,-1.18,-1.18,0.100,0.000,-0.017,0.00,0.000,0.058,0.000,1,1,2.603E-06,1.83,,,,,
508-029,0.094,1.412,0.855,1.196,0.729,1000,0,0.229,0.079,1.412,0.801,1.317,0.229,0.000,1.00,0.00,-5.00,-1.30,-1.30,0.100,0.000,-0.017,0.00,0.000,0.058,0.000,1,1,1.453E-05,8.07,,,,,
508-030,0.140,1.321,1.027,1.234,0.729,1000,0,0.229,0.116,1.321,0.788,1.266,0.229,0.000,1.00,0.00,-5.00,-0.97,-0.97,0.100,0.000,-0.017,0.00,0.000,0.058,0.000,1,1,4.801E-05,18.70,,,,,
508-031,0.083,1.107,0.851,0.997,0.729,1000,0,0.229,0.073,1.037,0.798,1.005,0.229,0.000,1.00,0.00,-5.00,-1.38,-1.38,0.100,0.000,-0.017,0.00,0.000,0.058,0.000,1,1,0.000E+00,0.12,,,,,
508-032,0.096,1.606,1.138,1.427,0.729,1000,0,0.229,0.086,1.638,0.926,1.386,0.229,0.000,1.00,0.00,-5.00,-1.22,-1.22,0.100,0.000,-0.017,0.00,0.000,0.058,0.000,1,1,3.219E-05,4.66,,,,,
508-033,0.120,1.743,1.230,1.569,0.729,1000,0,0.229,0.109,1.743,0.933,1.510,0.229,0.000,1.00,0.00,-5.00,-1.01,-1.01,0.100,0.000,-0.017,0.00,0.000,0.058,0.000,1,1,9.164E-05,14.15,,,,,
508-034,0.078,1.388,1.029,1.274,0.729,1000,0,0.229,0.066,1.489,0.840,1.245,0.229,0.000,1.00,0.00,-5.00,-1.49,-1.49,0.100,0.000,-0.017,0.00,0.000,0.058,0.000,1,1,5.333E-06,3.01,,,,,
508-035,0.099,1.187,0.919,1.104,0.672,1000,0,0.172,0.083,1.187,0.712,1.213,0.172,0.000,1.00,0.00,-5.00,-0.84,-0.84,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,6.271E-06,3.15,,,,,
508-036,0.100,1.437,0.838,1.135,0.672,1000,0,0.172,0.083,1.412,0.716,1.307,0.172,0.000,1.00,0.00,-5.00,-0.83,-0.83,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,1.425E-05,9.07,,,,,
508-037,0.128,1.321,1.026,1.237,0.672,1000,0,0.172,0.097,1.321,0.697,1.271,0.172,0.000,1.00,0.00,-5.00,-0.73,-0.73,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,3.951E-05,10.53,,,,,
508-038,0.080,1.078,0.840,1.009,0.672,1000,0,0.172,0.065,1.078,0.688,1.050,0.172,0.000,1.00,0.00,-5.00,-1.02,-1.02,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,2.251E-08,0.36,,,,,
508-039,0.092,1.638,1.139,1.433,0.672,1000,0,0.172,0.079,1.638,0.779,1.468,0.172,0.000,1.00,0.00,-5.00,-0.87,-0.87,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,1.619E-05,5.00,,,,,
508-040,0.113,1.781,1.242,1.574,0.672,1000,0,0.172,0.094,1.781,0.790,1.618,0.172,0.000,1.00,0.00,-5.00,-0.75,-0.75,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,3.998E-05,7.81,,,,,
508-041,0.075,1.365,1.022,1.273,0.672,1000,0,0.172,0.067,1.365,0.752,1.289,0.172,0.000,1.00,0.00,-5.00,-1.00,-1.00,0.100,0.000,-0.033,0.00,0.000,0.058,0.000,1,1,7.602E-06,3.13,,,,,
508-042,0.084,1.064,0.841,1.001,0.712,1000,0,0.212,0.071,1.037,0.765,1.046,0.212,0.000,1.00,0.00,-5.00,-0.95,-0.95,0.060,0.000,0.007,0.00,0.000,0.018,0.000,1,1,7.279E-05,13.80,,,,,
508-043,0.104,1.187,0.926,1.098,0.712,1000,0,0.212,0.088,1.187,0.764,1.168,0.212,0.000,1.00,0.00,-5.00,-0.80,-0.80,0.101,0.000,0.007,0.00,0.000,0.018,0.000,1,1,7.388E-05,11.23,,,,,
508-044,0.082,1.037,0.842,1.000,0.712,1000,0,0.212,0.070,1.037,0.766,1.020,0.212,0.000,1.00,0.00,-5.00,-0.96,-0.96,0.101,0.000,0.007,0.00,0.000,0.018,0.000,1,1,1.228E-05,2.85,,,,,
508-045,0.103,1.187,0.909,1.097,0.712,1000,0,0.212,0.085,1.187,0.746,1.134,0.212,0.000,1.00,0.00,-5.00,-0.82,-0.82,0.080,0.000,-0.013,0.00,0.000,0.038,0.000,1,1,4.601E-05,6.27,,,,,
508-046,0.078,1.437,0.825,1.121,0.712,1000,0,0.212,0.061,1.517,0.742,1.244,0.212,0.000,1.00,0.00,-5.00,-1.07,-1.07,0.080,0.000,-0.013,0.00,0.000,0.038,0.000,1,1,9.428E-05,8.00,,,,,
508-047,0.083,1.107,0.839,1.001,0.712,1000,0,0.212,0.069,1.037,0.743,1.003,0.212,0.000,1.00,0.00,-5.00,-0.98,-0.98,0.080,0.000,-0.013,0.00,0.000,0.038,0.000,1,1,3.148E-06,1.31,,,,,
508-048,0.093,1.638,1.127,1.432,0.712,1000,0,0.212,0.078,1.638,0.846,1.433,0.212,0.000,1.00,0.00,-5.00,-0.88,-0.88,0.080,0.000,-0.013,0.00,0.000,0.038,0.000,1,1,1.165E-04,9.94,,,,,
508-049,0.075,1.412,1.019,1.278,0.712,1000,0,0.212,0.061,1.321,0.802,1.293,0.212,0.000,1.00,0.00,-5.00,-1.08,-1.08,0.080,0.000,-0.013,0.00,0.000,0.038,0.000,1,1,5.506E-05,5.40,,,,,
508-050,0.102,1.187,0.907,1.101,0.712,1000,0,0.212,0.082,1.187,0.746,1.084,0.212,0.000,1.00,0.00,-5.00,-0.84,-0.84,0.121,0.000,-0.013,0.00,0.000,0.038,0.000,1,1,1.305E-05,3.53,,,,,
508-051,0.081,1.037,0.833,0.997,0.712,1000,0,0.212,0.065,1.037,0.746,1.015,0.212,0.000,1.00,0.00,-5.00,-1.02,-1.02,0.121,0.000,-0.013,0.00,0.000,0.038,0.000,1,1,1.551E-07,0.24,,,,,
509-001,0.088,0.813,0.765,0.781,0.692,50,0,0.138,0.050,0.853,0.812,0.883,0.138,0.000,1.00,1.56,0.00,0.63,1.17,0.153,0.100,0.057,0.00,0.100,0.053,0.025,1,1,3.149E-06,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-002,0.090,0.813,0.765,0.782,0.699,50,0,0.145,0.052,0.868,0.816,0.882,0.145,0.000,1.00,1.56,0.00,0.65,1.18,0.146,0.100,0.064,0.00,0.100,0.046,0.025,1,1,5.566E-06,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-003,0.097,0.826,0.794,0.810,0.702,50,0,0.148,0.055,0.868,0.843,0.924,0.148,0.000,1.00,1.56,0.00,0.67,1.19,0.143,0.100,0.067,0.00,0.100,0.043,0.025,1,1,7.959E-06,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-004,0.097,0.826,0.794,0.810,0.701,50,0,0.148,0.055,0.868,0.843,0.924,0.148,0.000,1.00,1.56,0.00,0.67,1.19,0.144,0.100,0.067,0.00,0.100,0.044,0.025,1,1,7.959E-06,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-005,0.097,0.826,0.794,0.810,0.699,50,0,0.145,0.055,0.868,0.843,0.924,0.145,0.000,1.00,1.56,0.00,0.67,1.19,0.146,0.100,0.064,0.00,0.100,0.046,0.025,1,1,7.959E-06,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-006,0.093,0.800,0.791,0.806,0.693,50,0,0.140,0.052,0.868,0.834,0.922,0.140,0.000,1.00,1.56,0.00,0.65,1.18,0.152,0.100,0.059,0.00,0.100,0.052,0.025,1,1,3.809E-06,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-007,0.094,0.800,0.769,0.787,0.705,50,0,0.131,0.052,0.868,0.828,0.901,0.131,0.000,1.00,1.56,0.00,0.65,1.18,0.160,0.100,0.050,0.00,0.100,0.060,0.025,1,1,2.148E-06,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-008,0.092,0.826,0.791,0.805,0.693,50,0,0.119,0.049,0.868,0.817,0.918,0.119,0.000,1.00,1.56,0.00,0.63,1.17,0.172,0.100,0.038,0.00,0.100,0.072,0.025,1,1,8.545E-07,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-009,0.097,0.853,0.810,0.830,0.701,50,0,0.107,0.044,0.868,0.844,0.976,0.107,0.000,1.00,1.56,0.00,0.65,1.28,0.184,0.100,0.026,0.00,0.100,0.084,0.025,1,1,7.495E-07,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-010,0.086,0.800,0.787,0.799,0.687,50,0,0.093,0.040,0.868,0.818,0.947,0.093,0.000,1.00,1.56,0.00,0.71,1.47,0.198,0.100,0.012,0.00,0.100,0.098,0.025,1,1,3.882E-08,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-011,0.114,0.853,0.816,0.846,0.705,50,0,0.149,0.062,0.914,0.892,0.968,0.149,0.000,1.00,1.56,0.00,0.71,1.21,0.142,0.100,0.068,0.00,0.100,0.042,0.025,1,1,1.545E-05,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
509-012,0.112,0.853,0.818,0.843,0.708,50,0,0.151,0.062,0.914,0.885,0.963,0.151,0.000,1.00,1.56,0.00,0.71,1.21,0.140,0.100,0.070,0.00,0.100,0.040,0.025,1,1,1.433E-05,,,"Pullen, T., 2004. Final report on laboratory measurements, Samphire Hoe, CLASH WP4 report, Hydraulic Research Wallingford, Wallingford, United Kingdom.",,,
